date,operatingCashFlow,symbol,enterpriseValueMultiple,debtEquityRatio,operatingCashFlow_3y_percentile,enterpriseValueMultiple_3y_percentile,debtEquityRatio_3y_percentile,operatingCashFlow_ticker_decile,enterpriseValueMultiple_ticker_decile,debtEquityRatio_ticker_decile,sector,operatingCashFlow_sector_decile,enterpriseValueMultiple_sector_decile,debtEquityRatio_sector_decile,SP500,NQ,SP500_decile,NQ_decile,Total_Returns,operatingCashFlow_custom,enterpriseValueMultiple_custom,debtEquityRatio_custom,Total_Returns_custom,grades
2020-09-30,283000000.0,MAS,39.8885,37.1206,3,3,1,5.0,7.0,1.0,Industrials,4.0,8.0,1.0,True,False,7.0,,0.0979884485162318,3.0,2.0,5.0,4.0,4
2020-12-31,380000000.0,MAS,53.5133,27.4667,1,2,1,4.0,5.0,1.0,Industrials,3.0,6.0,1.0,True,False,6.0,,-0.0036277888626882,4.0,3.0,5.0,2.0,4
2021-03-31,-89000000.0,MAS,52.8961,-315.1176,3,2,4,10.0,5.0,10.0,Industrials,10.0,6.0,10.0,True,False,10.0,,0.0904787911887857,1.0,3.0,1.0,4.0,1
2021-06-30,328000000.0,MAS,17188.32,-34.8247,2,1,2,4.0,1.0,10.0,Industrials,4.0,1.0,10.0,True,False,6.0,,-0.0165275459098497,4.0,5.0,1.0,2.0,2
2021-09-30,356000000.0,MAS,45.3297,-43.6032,1,2,4,4.0,6.0,10.0,Industrials,3.0,7.0,10.0,True,False,6.0,,-0.0570361568494313,4.0,3.0,1.0,2.0,1
2021-12-31,335000000.0,MAS,92.6573,-30.8324,2,1,2,4.0,3.0,10.0,Industrials,4.0,2.0,10.0,True,False,6.0,,0.2640864086408641,4.0,4.0,1.0,5.0,4
2022-03-31,-227000000.0,MAS,45.2335,-15.3342,4,3,1,10.0,6.0,10.0,Industrials,10.0,7.0,10.0,True,False,10.0,,-0.2737111933921959,1.0,3.0,1.0,1.0,1
2019-03-31,42468000.0,MASI,107.8759,0.1734,3,4,4,8.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,,2.0,5.0,1.0,,
2019-06-30,58311000.0,MASI,123.2637,0.1827,2,3,4,7.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,,2.0,5.0,1.0,,
2019-09-30,50637000.0,MASI,123.8009,0.1857,3,3,3,7.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,-0.0088595790034639,2.0,5.0,1.0,2.0,1
2019-12-31,70224000.0,MASI,112.6873,0.1954,1,4,3,7.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,0.0623025740977216,2.0,5.0,1.0,3.0,2
2020-03-28,42355000.0,MASI,115.9778,0.1766,3,3,4,8.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,0.1326711375427053,2.0,5.0,1.0,4.0,2
2020-06-27,63705000.0,MASI,159.4344,0.2165,2,2,1,7.0,1.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,0.2148801876780428,2.0,5.0,1.0,5.0,3
2020-09-26,40485000.0,MASI,171.3888,0.2109,4,2,1,8.0,1.0,10.0,Healthcare,6.0,1.0,9.0,False,False,,,0.0386206896551724,2.0,5.0,1.0,3.0,2
2021-01-02,64418000.0,MASI,187.6181,0.2166,1,1,1,7.0,1.0,10.0,Healthcare,6.0,1.0,9.0,False,False,,,,2.0,5.0,1.0,,
2021-04-03,59260000.0,MASI,168.4395,0.2031,2,2,3,7.0,1.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,,2.0,5.0,1.0,,
2021-07-03,25998000.0,MASI,179.8172,0.2088,4,1,2,8.0,1.0,10.0,Healthcare,6.0,1.0,9.0,False,False,,,0.0786646693772736,2.0,5.0,1.0,4.0,2
2021-10-02,81893000.0,MASI,186.2451,0.2034,1,1,2,7.0,1.0,10.0,Healthcare,6.0,1.0,9.0,False,False,,,0.0731262151331189,2.0,5.0,1.0,3.0,2
2022-01-01,97603000.0,MASI,180.0017,0.2172,1,1,1,7.0,1.0,10.0,Healthcare,6.0,1.0,9.0,False,False,,,0.0825260667011757,2.0,5.0,1.0,4.0,2
2022-04-02,23158000.0,MASI,113.006,0.2065,4,4,2,8.0,2.0,10.0,Healthcare,6.0,2.0,9.0,False,False,,,-0.4818293599289568,2.0,5.0,1.0,1.0,1
2020-12-31,2332000.0,MASS,-26.4286,0.2861,1,1,2,9.0,9.0,9.0,Healthcare,7.0,8.0,8.0,False,False,,,,1.0,1.0,1.0,,
2021-03-31,-9633000.0,MASS,-214.3271,0.2883,4,4,1,9.0,10.0,9.0,Healthcare,8.0,10.0,8.0,False,False,,,-0.1483757682177349,1.0,1.0,1.0,1.0,1
2021-09-30,-2924000.0,MASS,-160.1086,0.3545,3,3,1,9.0,10.0,9.0,Healthcare,7.0,10.0,8.0,False,False,,,-0.3294845360824742,1.0,1.0,1.0,1.0,1
2021-12-31,0.0,MASS,-47.4737,0.2158,1,2,3,9.0,9.0,10.0,Healthcare,7.0,9.0,9.0,False,False,,,-0.204489544895449,1.0,1.0,1.0,1.0,1
2022-03-31,-466000.0,MASS,-42.8048,0.2148,2,1,4,9.0,9.0,10.0,Healthcare,7.0,8.0,9.0,False,False,,,-0.2651720139157325,1.0,1.0,1.0,1.0,1
2019-03-31,2020600000.0,MCD,69.8356,-8.0932,2,3,3,1.0,4.0,10.0,Consumer Cyclical,1.0,4.0,10.0,True,False,2.0,,,5.0,4.0,1.0,,
2019-06-30,1925500000.0,MCD,69.9525,-7.7853,3,3,2,2.0,4.0,10.0,Consumer Cyclical,1.0,4.0,10.0,True,False,2.0,,,5.0,4.0,1.0,,
2019-09-30,2286700000.0,MCD,67.9395,-6.3267,1,4,1,1.0,4.0,10.0,Consumer Cyclical,1.0,4.0,10.0,True,False,2.0,,0.0407658749394086,5.0,4.0,1.0,3.0,3
2019-12-31,1889300000.0,MCD,66.3711,-6.7867,3,4,1,2.0,4.0,10.0,Consumer Cyclical,1.0,4.0,10.0,True,False,2.0,,-0.0796423082297051,5.0,4.0,1.0,2.0,2
2020-03-31,1546000000.0,MCD,73.022,-6.4413,4,2,1,2.0,4.0,10.0,Consumer Cyclical,2.0,3.0,10.0,True,False,2.0,,-0.1632508476291686,5.0,4.0,1.0,1.0,2
2020-06-30,-213100000.0,MCD,133.908,-6.2772,4,1,1,10.0,2.0,10.0,Consumer Cyclical,10.0,2.0,10.0,True,False,10.0,,0.1156335046870275,1.0,5.0,1.0,4.0,2
2020-09-30,2939500000.0,MCD,71.2396,-6.9843,1,2,2,1.0,4.0,10.0,Consumer Cyclical,1.0,3.0,10.0,True,False,1.0,,0.1898411665853527,5.0,4.0,1.0,5.0,4
2020-12-31,1992800000.0,MCD,79.4658,-7.7256,3,1,2,1.0,3.0,10.0,Consumer Cyclical,1.0,3.0,10.0,True,False,2.0,,-0.022370039637341,5.0,4.0,1.0,2.0,2
2021-03-31,2124000000.0,MCD,78.9849,-8.0628,2,2,3,1.0,3.0,10.0,Consumer Cyclical,1.0,3.0,10.0,True,False,2.0,,0.0445521483828873,5.0,4.0,1.0,3.0,3
2021-06-30,1733200000.0,MCD,69.7457,-9.9348,4,3,4,2.0,4.0,10.0,Consumer Cyclical,2.0,4.0,10.0,True,False,2.0,,0.0305612563576337,5.0,4.0,1.0,3.0,3
2021-09-30,2617800000.0,MCD,65.0432,-10.2911,1,4,4,1.0,4.0,10.0,Consumer Cyclical,1.0,4.0,10.0,True,False,1.0,,0.0438114204078098,5.0,4.0,1.0,3.0,3
2021-12-31,2666500000.0,MCD,97.8324,-12.651,1,1,4,1.0,2.0,10.0,Consumer Cyclical,1.0,2.0,10.0,True,False,1.0,,0.1118161834847164,5.0,5.0,1.0,4.0,4
2022-03-31,2133300000.0,MCD,99.1452,-9.4926,2,1,3,1.0,2.0,10.0,Consumer Cyclical,1.0,2.0,10.0,True,False,2.0,,-0.0775543701272055,5.0,5.0,1.0,2.0,3
2019-03-31,403400000.0,MCHP,58.2093,2.4704,3,4,1,4.0,5.0,3.0,Technology,3.0,6.0,2.0,True,True,6.0,6.0,,4.0,3.0,4.0,,
2019-06-30,380600000.0,MCHP,65.3607,2.4503,4,4,1,4.0,4.0,3.0,Technology,3.0,5.0,2.0,True,True,6.0,7.0,,4.0,4.0,4.0,,
2019-09-30,396000000.0,MCHP,65.6346,2.331,3,3,1,4.0,4.0,3.0,Technology,3.0,5.0,3.0,True,True,6.0,6.0,0.0166301969365426,4.0,4.0,4.0,3.0,4
2019-12-31,395500000.0,MCHP,79.5548,2.1315,4,1,1,4.0,3.0,4.0,Technology,3.0,4.0,3.0,True,True,6.0,6.0,0.1269909599655617,4.0,4.0,4.0,4.0,5
2020-03-31,371700000.0,MCHP,53.7174,2.1199,4,4,2,4.0,5.0,4.0,Technology,3.0,6.0,3.0,True,True,6.0,7.0,-0.352559205500382,4.0,3.0,4.0,1.0,2
2020-06-30,501800000.0,MCHP,72.774,2.0953,2,2,2,3.0,4.0,4.0,Technology,2.0,5.0,3.0,True,True,5.0,6.0,0.5530973451327433,4.0,4.0,4.0,5.0,5
2020-09-30,455800000.0,MCHP,75.0497,2.0808,2,2,3,4.0,4.0,4.0,Technology,2.0,4.0,3.0,True,True,5.0,6.0,-0.0241215574548907,4.0,4.0,4.0,2.0,4
2020-12-31,509700000.0,MCHP,110.2258,2.1293,2,1,2,3.0,2.0,4.0,Technology,2.0,3.0,3.0,True,True,5.0,6.0,0.3441027637212923,4.0,5.0,4.0,5.0,5
2021-03-31,449200000.0,MCHP,99.7353,2.0876,3,1,3,4.0,2.0,4.0,Technology,3.0,3.0,3.0,True,True,5.0,6.0,0.1238053866203301,4.0,5.0,4.0,4.0,5
2021-06-30,629900000.0,MCHP,76.8301,1.9489,1,2,3,3.0,3.0,4.0,Technology,2.0,4.0,3.0,True,True,4.0,5.0,-0.0353047287720653,4.0,4.0,4.0,2.0,4
2021-09-30,611700000.0,MCHP,82.8391,1.8433,1,1,4,3.0,3.0,4.0,Technology,2.0,4.0,3.0,True,True,4.0,5.0,0.0251101909977293,4.0,4.0,4.0,3.0,4
2021-12-31,853400000.0,MCHP,69.5096,1.7652,1,3,4,3.0,4.0,4.0,Technology,2.0,5.0,4.0,True,True,3.0,5.0,0.1343322475570033,4.0,4.0,4.0,4.0,5
2022-03-31,747700000.0,MCHP,70.6899,1.7481,1,3,4,3.0,4.0,5.0,Technology,2.0,5.0,4.0,True,True,4.0,5.0,-0.1369170686882609,4.0,4.0,3.0,1.0,2
2019-03-31,3895000000.0,MCK,-71.8748,6.3485,1,4,2,1.0,10.0,1.0,Healthcare,1.0,9.0,1.0,True,False,1.0,,,5.0,1.0,5.0,,
2019-06-30,-51000000.0,MCK,36.5985,6.8087,3,2,2,10.0,7.0,1.0,Healthcare,10.0,6.0,1.0,True,False,10.0,,,1.0,2.0,5.0,,
2019-09-30,-108000000.0,MCK,-42.8936,8.0688,3,4,2,10.0,9.0,1.0,Healthcare,10.0,8.0,1.0,True,False,10.0,,0.0180274135876041,1.0,1.0,5.0,3.0,1
2019-12-31,-121000000.0,MCK,61.9891,8.8254,4,1,1,10.0,5.0,1.0,Healthcare,10.0,4.0,1.0,True,False,10.0,,0.0121469339967803,1.0,3.0,5.0,3.0,2
2020-03-31,4654000000.0,MCK,18.5145,10.9855,1,3,1,1.0,9.0,1.0,Healthcare,1.0,7.0,1.0,True,False,1.0,,-0.0221226142278774,5.0,1.0,5.0,2.0,3
2020-06-30,-1062000000.0,MCK,36.3651,9.5507,4,2,1,10.0,7.0,1.0,Healthcare,10.0,6.0,1.0,True,False,10.0,,0.1342599438119177,1.0,2.0,5.0,4.0,2
2020-09-30,1021000000.0,MCK,34.9825,9.4173,3,3,1,2.0,7.0,1.0,Healthcare,2.0,6.0,1.0,True,False,3.0,,-0.0292660670056054,5.0,2.0,5.0,2.0,4
2020-12-31,1213000000.0,MCK,-4.7232,-130.2348,2,4,4,2.0,9.0,10.0,Healthcare,2.0,7.0,10.0,True,False,3.0,,0.1677969515879942,5.0,1.0,1.0,4.0,2
2021-03-31,3370000000.0,MCK,27.1708,-3087.619,1,3,4,1.0,8.0,10.0,Healthcare,1.0,7.0,10.0,True,False,1.0,,0.1214351425942962,5.0,2.0,1.0,4.0,2
2021-06-30,-1622000000.0,MCK,47.3744,-118.9773,4,2,4,10.0,6.0,10.0,Healthcare,10.0,5.0,10.0,True,False,10.0,,-0.0194831829368333,1.0,3.0,1.0,2.0,1
2021-09-30,1792000000.0,MCK,57.1384,-111.5377,2,1,3,2.0,5.0,10.0,Healthcare,2.0,5.0,10.0,True,False,2.0,,0.0425643170884751,5.0,3.0,1.0,3.0,2
2021-12-31,1377000000.0,MCK,93.9655,-50.624,2,1,3,2.0,3.0,10.0,Healthcare,2.0,3.0,10.0,True,False,2.0,,0.246714815929381,5.0,4.0,1.0,5.0,4
2022-03-31,2887000000.0,MCK,62.0164,-28.6488,1,1,3,1.0,5.0,10.0,Healthcare,1.0,4.0,10.0,True,False,1.0,,0.2315645492215472,5.0,3.0,1.0,5.0,4
2019-03-31,367100000.0,MCO,76.1199,74.6193,4,3,1,4.0,3.0,1.0,Financial Services,6.0,2.0,1.0,True,False,6.0,,,4.0,4.0,5.0,,
2019-06-30,387400000.0,MCO,77.7429,25.5581,3,3,1,4.0,3.0,1.0,Financial Services,6.0,2.0,1.0,True,False,6.0,,,4.0,4.0,5.0,,
2019-09-30,441000000.0,MCO,70.3617,18.5791,3,4,1,4.0,4.0,1.0,Financial Services,6.0,2.0,1.0,True,False,5.0,,0.0327736600615136,4.0,4.0,5.0,3.0,5
2019-12-31,479500000.0,MCO,85.8492,15.415,2,2,2,4.0,3.0,1.0,Financial Services,5.0,2.0,1.0,True,False,5.0,,0.1590587316311086,4.0,4.0,5.0,4.0,5
2020-03-31,345000000.0,MCO,67.3302,18.0533,4,4,1,4.0,4.0,1.0,Financial Services,6.0,3.0,1.0,True,False,6.0,,-0.1091360936776041,4.0,4.0,5.0,1.0,4
2020-06-30,632000000.0,MCO,71.8646,9.6695,1,3,2,3.0,4.0,1.0,Financial Services,5.0,2.0,3.0,True,False,4.0,,0.2989598108747046,4.0,4.0,5.0,5.0,5
2020-09-30,511000000.0,MCO,82.866,6.6693,2,2,3,3.0,3.0,1.0,Financial Services,5.0,2.0,5.0,True,False,5.0,,0.0550358533833218,4.0,4.0,5.0,3.0,5
2020-12-31,658000000.0,MCO,115.0588,6.7852,1,1,2,3.0,2.0,1.0,Financial Services,5.0,1.0,5.0,True,False,4.0,,0.001345523546662,4.0,5.0,5.0,3.0,5
2021-03-31,676000000.0,MCO,62.0816,5.0616,1,4,3,3.0,5.0,2.0,Financial Services,5.0,3.0,6.0,True,False,4.0,,0.0288382028665931,4.0,3.0,5.0,3.0,4
2021-06-30,594000000.0,MCO,82.5789,4.6532,1,2,4,3.0,3.0,2.0,Financial Services,5.0,2.0,6.0,True,False,4.0,,0.2135226549680184,4.0,4.0,5.0,5.0,5
2021-09-30,436000000.0,MCO,97.6365,4.8539,3,1,4,4.0,2.0,2.0,Financial Services,6.0,2.0,6.0,True,False,5.0,,-0.020034771090322,4.0,5.0,5.0,2.0,5
2021-12-31,299000000.0,MCO,120.5693,4.3139,4,1,4,5.0,2.0,2.0,Financial Services,7.0,1.0,7.0,True,False,7.0,,0.0998845428177183,3.0,5.0,5.0,4.0,5
2022-03-31,470000000.0,MCO,93.0412,5.0781,2,1,3,4.0,3.0,2.0,Financial Services,6.0,2.0,6.0,True,False,5.0,,-0.1361308822776382,4.0,4.0,5.0,1.0,4
2019-03-31,-32393000.0,MCRB,-10.0039,-2.5328,3,1,3,10.0,9.0,10.0,Healthcare,9.0,7.0,10.0,False,False,,,,1.0,1.0,1.0,,
2019-06-30,-11788000.0,MCRB,-3.3005,-9.1307,1,1,4,9.0,9.0,10.0,Healthcare,8.0,7.0,10.0,False,False,,,,1.0,1.0,1.0,,
2019-09-30,-18292000.0,MCRB,-15.9072,-4.8533,2,3,4,9.0,9.0,10.0,Healthcare,8.0,8.0,10.0,False,False,,,0.3593220338983049,1.0,1.0,1.0,5.0,1
2019-12-31,-14047000.0,MCRB,-12.0071,-3.7407,1,2,4,9.0,9.0,10.0,Healthcare,8.0,7.0,10.0,False,False,,,-0.139650872817955,1.0,1.0,1.0,1.0,1
2020-03-31,-24251000.0,MCRB,-12.8278,-2.7943,2,2,3,9.0,9.0,10.0,Healthcare,9.0,8.0,10.0,False,False,,,0.034782608695652,1.0,1.0,1.0,3.0,1
2020-06-30,-25566000.0,MCRB,-17.0599,-2.5353,2,3,3,9.0,9.0,10.0,Healthcare,9.0,8.0,10.0,False,False,,,0.3333333333333333,1.0,1.0,1.0,5.0,1
2020-09-30,-25866000.0,MCRB,-78.0164,0.8942,3,4,2,9.0,10.0,7.0,Healthcare,9.0,9.0,6.0,False,False,,,4.947478991596638,1.0,1.0,2.0,5.0,1
2020-12-31,-17927000.0,MCRB,-122.3454,0.9625,1,4,2,9.0,10.0,7.0,Healthcare,8.0,9.0,5.0,False,False,,,-0.1345814199929353,1.0,1.0,2.0,1.0,1
2021-03-31,-29496000.0,MCRB,-55.7965,1.1272,3,4,2,10.0,10.0,6.0,Healthcare,9.0,9.0,5.0,False,False,,,-0.1595918367346938,1.0,1.0,3.0,1.0,1
2021-06-30,-39695000.0,MCRB,-46.715,1.668,4,3,1,10.0,9.0,5.0,Healthcare,9.0,9.0,3.0,False,False,,,0.1583292860611948,1.0,1.0,3.0,4.0,1
2021-09-30,127742000.0,MCRB,6.4575,1.255,1,1,1,6.0,9.0,6.0,Healthcare,5.0,7.0,4.0,False,False,,,-0.7081761006289308,3.0,1.0,3.0,1.0,1
2021-12-31,-51863000.0,MCRB,-11.8338,1.6984,4,2,1,10.0,9.0,5.0,Healthcare,10.0,7.0,3.0,False,False,,,0.1968390804597701,1.0,1.0,3.0,5.0,1
2022-03-31,-66445000.0,MCRB,-10.7246,2.9514,4,1,1,10.0,9.0,3.0,Healthcare,10.0,7.0,2.0,False,False,,,-0.1452581032412965,1.0,1.0,4.0,1.0,1
2019-04-30,3214000.0,MDB,-306.3163,1.9622,1,2,4,9.0,10.0,4.0,Technology,9.0,10.0,3.0,False,False,,,,1.0,1.0,4.0,,
2019-07-31,-12593000.0,MDB,-257.9675,2.0985,4,1,3,9.0,10.0,4.0,Technology,10.0,9.0,3.0,False,False,,,,1.0,1.0,4.0,,
2019-10-31,-11543000.0,MDB,-241.4266,2.3586,3,1,3,9.0,10.0,3.0,Technology,10.0,9.0,3.0,False,False,,,-0.1078759949727691,1.0,1.0,4.0,1.0,1
2020-01-31,-8618000.0,MDB,-195.2812,15.0343,3,1,1,9.0,10.0,1.0,Technology,10.0,9.0,1.0,False,False,,,0.2828519996869374,1.0,1.0,5.0,5.0,2
2020-04-30,-5878000.0,MDB,-275.705,20.2059,2,1,1,9.0,10.0,1.0,Technology,10.0,10.0,1.0,False,False,,,-0.0108596180830943,1.0,1.0,5.0,2.0,1
2020-07-31,-10030000.0,MDB,-312.7652,27.144,3,2,1,9.0,10.0,1.0,Technology,10.0,10.0,1.0,False,False,,,0.4129402331462408,1.0,1.0,5.0,5.0,2
2020-10-31,-8120000.0,MDB,-277.3779,61.184,2,2,1,9.0,10.0,1.0,Technology,10.0,10.0,1.0,False,False,,,-0.0026628252138991,1.0,1.0,5.0,2.0,1
2021-01-31,-18645000.0,MDB,-445.5496,-280.6533,4,4,4,9.0,10.0,10.0,Technology,10.0,10.0,10.0,False,False,,,0.6407843480544492,1.0,1.0,1.0,5.0,1
2021-04-30,10217000.0,MDB,-341.2463,-6.1334,1,3,4,8.0,10.0,10.0,Technology,8.0,10.0,10.0,False,False,,,-0.2064982527276123,2.0,1.0,1.0,1.0,1
2021-07-31,-19758000.0,MDB,-340.3487,2.3863,4,3,3,9.0,10.0,3.0,Technology,10.0,10.0,3.0,False,False,,,0.2066160155987361,1.0,1.0,4.0,5.0,2
2021-10-31,-5790000.0,MDB,-459.6913,2.5474,2,4,2,9.0,10.0,3.0,Technology,10.0,10.0,2.0,False,False,,,0.3882480775660313,1.0,1.0,4.0,5.0,2
2022-01-31,22311000.0,MDB,-355.9891,2.6742,1,3,2,8.0,10.0,3.0,Technology,8.0,10.0,2.0,False,False,,,-0.1869669054930057,2.0,1.0,4.0,1.0,1
2022-04-30,11574000.0,MDB,-359.3044,2.6181,1,4,2,8.0,10.0,3.0,Technology,8.0,10.0,2.0,False,False,,,-0.123867591518353,2.0,1.0,4.0,1.0,1
2019-03-31,465000000.0,MDLZ,57.826,1.4811,4,3,1,4.0,5.0,5.0,Consumer Defensive,5.0,6.0,6.0,True,True,5.0,6.0,,4.0,3.0,3.0,,
2019-06-30,581000000.0,MDLZ,66.1795,1.4333,4,2,2,3.0,4.0,5.0,Consumer Defensive,4.0,5.0,6.0,True,True,4.0,6.0,,4.0,4.0,3.0,,
2019-09-30,836000000.0,MDLZ,80.8432,1.3811,3,1,4,3.0,3.0,5.0,Consumer Defensive,3.0,3.0,7.0,True,True,4.0,5.0,0.0111496984097971,4.0,4.0,3.0,3.0,4
2019-12-31,2083000000.0,MDLZ,70.1025,1.3638,1,1,4,1.0,4.0,5.0,Consumer Defensive,2.0,4.0,7.0,True,True,2.0,3.0,-0.0043383947939262,5.0,4.0,3.0,2.0,4
2020-03-31,284000000.0,MDLZ,67.0211,1.4741,4,2,1,5.0,4.0,5.0,Consumer Defensive,6.0,5.0,6.0,True,True,7.0,7.0,-0.0907770515613652,3.0,4.0,3.0,2.0,2
2020-06-30,1274000000.0,MDLZ,72.5281,1.4643,1,1,1,2.0,4.0,5.0,Consumer Defensive,2.0,4.0,6.0,True,True,3.0,4.0,0.0209664536741214,5.0,4.0,3.0,3.0,4
2020-09-30,757000000.0,MDLZ,52.7159,1.4557,3,4,2,3.0,6.0,5.0,Consumer Defensive,3.0,6.0,6.0,True,True,4.0,5.0,0.1236064932524936,4.0,3.0,3.0,4.0,4
2020-12-31,1649000000.0,MDLZ,52.7577,1.4561,1,4,1,2.0,5.0,5.0,Consumer Defensive,2.0,6.0,6.0,True,True,2.0,3.0,0.0177545691906004,5.0,3.0,3.0,3.0,4
2021-03-31,915000000.0,MDLZ,64.6903,1.4478,2,3,2,2.0,4.0,5.0,Consumer Defensive,3.0,5.0,6.0,True,True,3.0,4.0,0.0010261672652642,5.0,4.0,3.0,3.0,4
2021-06-30,877000000.0,MDLZ,57.1068,1.4108,3,3,3,2.0,5.0,5.0,Consumer Defensive,3.0,6.0,6.0,True,True,3.0,5.0,0.0668033487100631,5.0,3.0,3.0,3.0,4
2021-09-30,928000000.0,MDLZ,50.2326,1.4284,2,4,3,2.0,6.0,5.0,Consumer Defensive,3.0,7.0,6.0,True,True,3.0,4.0,-0.0682254964766175,5.0,3.0,3.0,2.0,3
2021-12-31,1421000000.0,MDLZ,67.8666,1.3714,1,2,4,2.0,4.0,5.0,Consumer Defensive,2.0,4.0,7.0,True,True,2.0,3.0,0.1397387418356824,5.0,4.0,3.0,4.0,5
2022-03-31,1131000000.0,MDLZ,73.7019,1.4125,2,1,3,2.0,4.0,5.0,Consumer Defensive,2.0,3.0,6.0,True,True,3.0,4.0,-0.0532348062132408,5.0,4.0,3.0,2.0,4
2019-01-25,2055000000.0,MDT,59.5394,0.7807,2,4,3,1.0,5.0,8.0,Healthcare,2.0,4.0,6.0,True,False,2.0,,,5.0,3.0,2.0,,
2019-04-26,2087000000.0,MDT,51.3452,0.7906,1,4,3,1.0,6.0,8.0,Healthcare,2.0,5.0,6.0,True,False,2.0,,,5.0,3.0,2.0,,
2019-07-26,1510000000.0,MDT,69.5677,0.8122,3,3,1,2.0,4.0,7.0,Healthcare,2.0,4.0,6.0,True,False,2.0,,,5.0,4.0,2.0,,
2019-10-25,1867000000.0,MDT,76.3843,0.8002,2,3,2,2.0,3.0,8.0,Healthcare,2.0,4.0,6.0,True,False,2.0,,0.0281813749390541,5.0,4.0,2.0,3.0,4
2020-01-24,2407000000.0,MDT,75.5602,0.7917,1,3,2,1.0,3.0,8.0,Healthcare,1.0,4.0,6.0,True,False,2.0,,0.1310698027314113,5.0,4.0,2.0,4.0,4
2020-04-24,1450000000.0,MDT,142.5195,0.7874,4,1,3,2.0,2.0,8.0,Healthcare,2.0,2.0,6.0,True,False,2.0,,-0.1673654200905585,5.0,5.0,2.0,1.0,3
2020-07-31,278000000.0,MDT,106.8011,0.8671,4,1,1,5.0,2.0,7.0,Healthcare,4.0,2.0,6.0,True,False,7.0,,-0.0283987915407854,3.0,5.0,2.0,2.0,2
2020-10-30,1861000000.0,MDT,95.3147,0.9084,2,1,1,2.0,2.0,7.0,Healthcare,2.0,3.0,6.0,True,False,2.0,,0.0423922056384741,5.0,5.0,2.0,3.0,4
2021-01-29,2356000000.0,MDT,86.1913,0.913,1,2,1,1.0,3.0,7.0,Healthcare,1.0,3.0,6.0,True,False,2.0,,0.106990156110172,5.0,4.0,2.0,4.0,4
2021-04-30,1745000000.0,MDT,83.4805,0.8066,3,2,2,2.0,3.0,8.0,Healthcare,2.0,3.0,6.0,True,False,2.0,,0.1759633521961734,5.0,4.0,2.0,4.0,4
2021-07-30,1292000000.0,MDT,122.0222,0.7796,4,1,4,2.0,2.0,8.0,Healthcare,2.0,2.0,6.0,True,False,3.0,,0.0029789184234648,5.0,5.0,2.0,3.0,4
2021-10-29,1769000000.0,MDT,80.0116,0.7616,3,2,4,2.0,3.0,8.0,Healthcare,2.0,3.0,6.0,True,False,2.0,,-0.0871982331886375,5.0,4.0,2.0,2.0,3
2022-01-28,2228000000.0,MDT,66.911,0.744,1,4,4,1.0,4.0,8.0,Healthcare,2.0,4.0,6.0,True,False,2.0,,-0.1395795094276656,5.0,4.0,2.0,1.0,2
2019-03-31,1584000.0,MDU,102.229,1.7935,4,1,1,9.0,2.0,4.0,Basic Materials,9.0,1.0,4.0,False,False,,,,1.0,5.0,4.0,,
2019-06-30,-24479000.0,MDU,76.5559,1.8536,4,1,1,9.0,3.0,4.0,Basic Materials,10.0,2.0,4.0,False,False,,,,1.0,4.0,4.0,,
2019-09-30,225998000.0,MDU,40.9191,1.7653,1,3,1,5.0,7.0,4.0,Basic Materials,6.0,5.0,4.0,False,False,,,0.1016021883548261,3.0,2.0,4.0,4.0,3
2019-12-31,339177000.0,MDU,60.6435,1.6984,1,1,2,4.0,5.0,5.0,Basic Materials,5.0,4.0,5.0,False,False,,,0.0539198297268534,4.0,3.0,3.0,3.0,3
2020-03-31,79290000.0,MDU,119.4356,1.7676,4,1,1,7.0,2.0,4.0,Basic Materials,8.0,1.0,4.0,False,False,,,-0.2763379333557725,2.0,5.0,4.0,1.0,2
2020-06-30,182112000.0,MDU,31.2077,1.7302,2,4,2,6.0,8.0,5.0,Basic Materials,7.0,7.0,5.0,False,False,,,0.0316279069767441,3.0,2.0,3.0,3.0,2
2020-09-30,220365000.0,MDU,24.642,1.697,1,4,2,5.0,8.0,5.0,Basic Materials,6.0,8.0,5.0,False,False,,,0.0144274120829576,3.0,2.0,3.0,3.0,2
2020-12-31,286607000.0,MDU,32.8719,1.6155,1,3,3,5.0,8.0,5.0,Basic Materials,6.0,7.0,5.0,False,False,,,0.1706666666666666,3.0,2.0,3.0,4.0,2
2021-03-31,95620000.0,MDU,53.6782,1.6027,3,2,4,7.0,5.0,5.0,Basic Materials,8.0,4.0,5.0,False,False,,,0.2000759301442672,2.0,3.0,3.0,5.0,3
2021-06-30,87191000.0,MDU,39.7044,1.5942,3,3,4,7.0,7.0,5.0,Basic Materials,8.0,6.0,5.0,False,False,,,-0.0085416007592533,2.0,2.0,3.0,2.0,1
2021-09-30,182999000.0,MDU,31.2256,1.5715,2,4,4,6.0,8.0,5.0,Basic Materials,7.0,7.0,5.0,False,False,,,-0.053286534779834,3.0,2.0,3.0,2.0,1
