Date,Open,High,Low,Close,Adj Close,Volume
2019-06-13 00:00:00,,,,,,
2019-06-14 00:00:00,190.48,193.56,190.48,192.30,187.57,653900.00
2019-06-17 00:00:00,192.85,193.88,191.05,191.82,187.10,788200.00
2019-06-18 00:00:00,191.96,194.66,191.96,194.04,189.26,609700.00
2019-06-19 00:00:00,194.58,197.30,193.50,196.06,191.23,1208000.00
2019-06-20 00:00:00,198.45,201.38,197.04,197.35,192.49,1879400.00
2019-06-21 00:00:00,197.56,197.56,194.25,194.56,189.77,2023600.00
2019-06-24 00:00:00,194.91,196.44,194.85,195.11,190.31,1391000.00
2019-06-25 00:00:00,195.99,197.38,193.76,193.79,189.02,1833700.00
2019-06-26 00:00:00,194.52,194.52,192.61,193.89,189.12,626200.00
2019-06-27 00:00:00,195.15,195.65,193.55,195.33,190.52,409600.00
2019-06-28 00:00:00,196.28,197.64,195.31,195.31,190.50,3133100.00
2019-07-01 00:00:00,198.46,199.37,197.44,198.33,193.45,1091300.00
2019-07-02 00:00:00,198.12,200.60,198.12,200.26,195.33,655600.00
2019-07-03 00:00:00,201.44,202.73,200.27,202.61,197.62,277100.00
2019-07-04 00:00:00,,,,,,
2019-07-05 00:00:00,202.01,202.40,199.03,201.43,196.47,605600.00
2019-07-08 00:00:00,200.19,200.54,196.88,197.58,192.72,479400.00
2019-07-09 00:00:00,195.95,198.20,195.43,198.05,193.18,521200.00
2019-07-10 00:00:00,200.62,200.93,199.16,199.77,194.85,607500.00
2019-07-11 00:00:00,200.18,202.94,199.86,201.66,196.70,579700.00
2019-07-12 00:00:00,202.79,205.34,201.75,205.31,200.26,564500.00
2019-07-15 00:00:00,205.21,205.39,204.09,205.00,199.95,398700.00
2019-07-16 00:00:00,206.09,206.09,203.37,204.98,199.93,645700.00
2019-07-17 00:00:00,204.87,205.06,202.70,202.77,197.78,709000.00
2019-07-18 00:00:00,202.95,204.54,202.75,204.27,199.24,343100.00
2019-07-19 00:00:00,204.89,204.99,200.80,200.89,195.95,522500.00
2019-07-22 00:00:00,200.99,203.07,200.46,202.27,197.29,401900.00
2019-07-23 00:00:00,203.27,203.27,201.15,202.65,197.66,367500.00
2019-07-24 00:00:00,201.79,203.16,199.81,203.03,198.03,530100.00
2019-07-25 00:00:00,202.52,202.82,200.43,200.86,195.92,517400.00
2019-07-26 00:00:00,201.01,204.16,201.01,203.40,198.39,656900.00
2019-07-29 00:00:00,203.50,203.71,201.41,201.47,196.51,731000.00
2019-07-30 00:00:00,201.11,202.32,199.96,202.24,197.26,621500.00
2019-07-31 00:00:00,208.65,216.74,207.00,214.34,209.06,2159000.00
2019-08-01 00:00:00,212.89,220.68,212.13,216.05,210.73,1582900.00
2019-08-02 00:00:00,215.89,216.59,211.90,214.30,209.03,866500.00
2019-08-05 00:00:00,212.22,212.22,200.65,202.69,197.70,1222100.00
