Date,Open,High,Low,Close,Adj Close,Volume
2019-06-13 00:00:00,,,,,,
2019-06-14 00:00:00,,,,,,
2019-06-17 00:00:00,190.09,190.09,186.78,187.49,184.16,151500.00
2019-06-18 00:00:00,186.86,189.01,185.47,187.27,183.94,137200.00
2019-06-19 00:00:00,187.32,189.16,184.02,187.72,184.39,169700.00
2019-06-20 00:00:00,189.41,191.02,187.65,190.44,187.06,192800.00
2019-06-21 00:00:00,190.33,190.93,186.53,186.96,183.64,320900.00
2019-06-24 00:00:00,187.65,190.29,185.15,185.37,182.08,126100.00
2019-06-25 00:00:00,185.14,186.77,183.78,184.26,180.99,217700.00
2019-06-26 00:00:00,184.47,186.09,183.02,185.45,182.16,157200.00
2019-06-27 00:00:00,185.99,188.08,184.87,187.90,184.56,153500.00
2019-06-28 00:00:00,187.59,192.06,187.59,191.00,187.61,420100.00
2019-07-01 00:00:00,191.27,192.98,189.38,191.34,187.94,189900.00
2019-07-02 00:00:00,191.54,191.92,189.61,189.85,186.48,203200.00
2019-07-03 00:00:00,190.10,193.43,190.10,193.33,189.90,85700.00
2019-07-04 00:00:00,,,,,,
2019-07-05 00:00:00,193.26,193.26,189.49,192.58,189.16,132800.00
2019-07-08 00:00:00,192.82,192.82,190.91,191.76,188.35,130400.00
2019-07-09 00:00:00,189.88,190.34,179.93,184.53,181.25,465400.00
2019-07-10 00:00:00,185.12,185.52,181.34,183.03,179.78,354600.00
2019-07-11 00:00:00,183.17,183.97,180.23,182.37,179.13,176200.00
2019-07-12 00:00:00,181.14,185.08,181.14,184.94,181.66,189300.00
2019-07-15 00:00:00,185.25,187.96,184.33,185.43,182.14,235800.00
2019-07-16 00:00:00,185.25,187.62,185.08,186.76,183.44,229300.00
2019-07-17 00:00:00,186.68,187.67,183.78,183.90,180.63,266400.00
2019-07-18 00:00:00,178.67,196.00,175.91,188.66,185.31,865800.00
2019-07-19 00:00:00,188.65,193.59,188.65,191.24,187.84,426600.00
2019-07-22 00:00:00,191.68,191.68,187.62,187.77,184.44,199400.00
2019-07-23 00:00:00,187.27,189.07,186.46,188.26,184.92,306600.00
2019-07-24 00:00:00,188.18,190.07,187.01,187.40,184.07,141400.00
2019-07-25 00:00:00,187.67,191.23,187.66,189.94,186.57,139800.00
2019-07-26 00:00:00,190.66,193.00,187.44,192.52,189.10,174800.00
2019-07-29 00:00:00,192.55,192.85,190.81,191.26,187.86,138600.00
2019-07-30 00:00:00,190.91,194.36,190.71,191.15,187.76,152100.00
2019-07-31 00:00:00,191.21,192.95,188.16,189.37,186.01,173100.00
2019-08-01 00:00:00,189.52,192.75,188.64,189.05,185.69,223600.00
2019-08-02 00:00:00,188.45,189.64,187.02,188.91,185.55,160800.00
